V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
1995-03-23,0.328545183797547,0.597369071428541,0.394059448002276,0.396412717415609,0.299391746996774,0.372948807994888,0.355820253941668,0.464119582278227,0.350827051907249,0.410094017730342,0.307739287590844,0.393285838498819,0.373180355787822,0.366925520744897,0.485220978731292,0.38946682109497,0.486055821141502,0.400812329525163,0.464313109460129,0.38679687787919,0.355848433740301,0.433759562757543,0.195049812337328,0.64694173956518,0.439880424640967,0.41242687057897,0.436778022915103,0.390680436952925,0.40103915014457,0.414948691197911,0.435334545633297,0.357937488378767,0.382728156364874,0.380042099933402,0.619800484214422,0.358196486104883,0.405914108634294,0.409783775577917,0.342480984539605,0.411764914663036,0.438679701156375,0.410420937535654,0.466812918226139,0.373454163924293,0.297148658165402,0.472090219427516,0.42413318790702,0.430280194306816,0.448624686402603,0.438170430825347,0.323031411447429,0.355996403029203,0.431469894969097,0.321153542473309,0.308741716942233,0.335457272448524,0.451877604654265,0.336107025855478,0.542243847614466,0.481802562670735,0.332874786425019,0.348732488417072,0.470211355026064,0.417349940469506,0.407078085907122,0.462784313029399,0.367718691649615,0.429560685845648,0.402386513085057,0.565055906467507,0.517527282898418,0.355819376750001,0.433243257582602,0.404237762340735,0.420073813452116,0.577855472166093,0.364597040901525,0.397912001547766,0.436179022549507,0.376524835016072,0.429903862704719,0.322365207340212,0.36699591213644,0.405010879644285,0.403094168801436,0.381230317530818,0.393044141167867,0.3723195911438,0.398879219891938,0.389360574272763,0.309640355978838,0.391911910004365,0.343011544652082,0.421448321398107,0.377238004357109,0.775154208854245,0.39215578520706,0.344133054635881,0.456973725984804,0.420279454266444
1995-03-24,1.27727531760021,1.93256275582784,1.80368028917951,1.34830540457674,1.21012330280991,2.00902356971142,1.31413522458038,1.51722131753126,1.37958844676952,1.98368028481912,1.46994055548676,1.50232503527202,1.20113855283986,2.07321146740216,2.14327935455736,1.99100662138974,2.17864741810575,1.63676812312647,2.00975587266081,1.19723690991057,1.87819338280149,2.08136132657507,1.74851764334072,1.66361629887377,1.74181438730771,1.91732780648431,1.76757529127158,1.35482366176511,1.06431131558666,1.09366705118544,1.95079427749994,1.41921723146118,1.91473909316544,1.60754155580157,1.33624422141907,1.68159985285263,1.53445989110703,1.50082983481352,1.40212221538547,1.85981677832128,1.69958753230348,1.73566987921335,1.66626432953173,1.95715467589742,2.02217014396774,1.77441662997985,1.4800459473206,1.42706148625837,1.29419307373762,1.97373027613183,1.82572383133328,2.3965690668088,1.33134914249314,1.1926626534701,1.51388591784657,1.62281751892082,1.4655912831528,1.09373667279232,1.86340082641964,1.68877693334621,1.39778825327438,1.90304990760159,1.56179083660515,1.30438135963429,1.87830383843289,2.02912044195228,1.58622896522394,1.55928005211839,1.69137739765384,1.22432678456223,1.71522091536631,1.35026203481011,2.29928621588695,1.86615308592303,1.51575507980311,1.86926689887954,1.43615448276228,1.64202724444959,1.29059726691718,1.20951120345966,1.55547019206212,1.44685634757606,1.25535909296861,2.03654643013444,1.57776703685028,1.39000157104907,1.16112475722143,1.56811671247722,1.50514269427558,1.61209852907522,1.37712178573883,1.39125794221302,1.48028389932905,1.7775627321006,1.97183471128676,1.71518852720373,1.4310462766275,1.32968888040308,1.30772948353575,1.40762768660954
1995-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-28,1.07865432298777,13.9750922026941,6.84199179952913,4.14016171784295,2.49220204560618,1.07385781852497,4.42708972650062,3.40752235927366,1.50780485072203,2.92623490351672,0.946476437734421,1.68719761157996,3.18234120378289,2.2738208264229,4.30131893077496,1.97236648844858,2.65695750597396,0.737029531314092,2.34824567879359,14.4332766271408,1.13096678244584,0.640145389659379,1.43194756270729,2.62521252727499,3.14186159039278,4.42304924354199,2.22767792983845,5.74047279021854,1.15211560156906,9.41896999275402,4.1271436462503,4.17943380400721,6.74612659003812,2.19404335709462,2.62945239928652,1.77935181130541,7.54056006849816,5.57391330404153,1.45247395046912,1.80416869859128,3.3756789329074,14.2466908109215,10.6604272046334,1.87889645802707,3.05383172200818,7.22546447225306,7.11919591945758,1.19352557931622,9.23622389881909,11.2957968916363,4.04049782514229,1.30681709719707,11.5351426584363,4.21291108261632,5.1702544234325,0.93888457579123,1.16859263503609,4.84019153786902,1.51108768412882,3.52676650901812,4.42331374872543,0.7350999088934,2.51839846486429,2.82005766249497,9.43227884079393,2.78553972389967,1.24749385137659,5.0084884523573,2.27586449391639,7.79897444099756,7.71906647068204,1.10546440447831,12.5000884843097,1.69775242279371,0.592723501320614,3.15886585116507,4.78295341271018,2.52708946417792,3.13578030495045,2.20342127907853,2.7301595983122,6.19163479072498,2.90173507491309,1.3144138051231,1.21267625437602,3.74808662475039,7.74718024154964,5.25107755846142,1.82203473823089,3.98662905195389,5.14450110117119,8.5073717562387,4.12733445664343,8.89158769794216,0.379340686809826,2.72280141827937,1.5112310682014,1.79113243393152,7.41925581855992,2.25506517388265
1995-03-29,0.101287762072058,0.189796930911255,0.116251970281189,0.1068393996904,0.103831958402272,0.117465450912759,0.137234068247133,0.0978905180059013,0.109300277493689,0.0767378792527515,0.0838974179020089,0.101211814948196,0.113456575165845,0.106916736976767,0.109013781034936,0.0888822738376951,0.124475952363949,0.0805176193258257,0.0972705326276031,0.0928183170449514,0.099413927971547,0.138541852190626,0.0822163511307857,0.133365834008695,0.104918251177222,0.110884810667853,0.15054831115569,0.0863196842831243,0.101750670088126,0.126861685898747,0.0117718476290201,0.0943934932102511,0.118407821679486,0.172298803158539,0.174940230646191,0.0979169707549149,0.100714357420491,0.0869985534562176,0.108678093998978,0.0681909105522532,0.122740389321964,0.122346921364791,0.151732520237873,0.0844613177482953,0.0970361336872631,0.103590239408504,0.0901899993450871,0.10422002346698,0.136599196927924,0.102574916004663,0.0955077733017847,0.140100543768958,0.113039375880649,0.099957488407306,0.127778532971912,0.145454257456581,0.132419619111272,0.123590501765216,0.12671271561401,0.128871638835147,0.0753694546623656,0.123394149771653,0.162066917807313,0.152887402832023,0.0738676023515389,0.119974284156166,0.106760364459536,0.100717161484913,0.097099802584128,0.0814846996626573,0.101102828043653,0.133235504378445,0.109640460391962,0.194690964909129,0.0998579378517351,0.0959434853497373,0.0726323069989245,0.106540557722629,0.134289267818783,0.113270508246033,0.103699572427833,0.0749743579837338,0.132893708493426,0.0964659794353861,0.126197539243003,0.126948351769697,0.118473469448336,0.118952391541001,0.093411128305689,0.126134791183881,0.118125583513712,0.180233240821054,0.124633956851337,0.124890799800358,0.139122250832972,0.144302980502379,0.120070780405153,0.0986445901474796,0.111405206007971,0.162008527669164
1995-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
